104,1464752382,6
104,1464752382,6
104,1464752042,6
104,1464752042,6
104,1464753440,6
104,1464753440,6
104,1464753433,6
104,1464753433,6
104,1464753403,7
104,1464753403,7
104,1464753356,0
104,1464753356,6
104,1464753356,6
104,1464753218,6
104,1464753218,6
104,1464753137,6
104,1464753137,6
104,1464753001,8
104,1464753001,8
104,1464752975,1
104,1464752953,13
104,1464752953,13
104,1464752917,3
104,1464752771,6
104,1464752771,6
104,1464752736,6
104,1464752736,6
104,1464752682,0
104,1464752682,0
104,1464752663,6
104,1464752663,6
104,1464752562,6
104,1464752562,6
104,1464752527,2
104,1464752440,11
104,1464752440,11
108,1464753242,6
108,1464753242,6
108,1464752876,3
108,1464752797,6
108,1464752797,6
108,1464752653,5
108,1464752653,5
108,1464752517,6
108,1464752517,6
104,1464755490,6
104,1464755490,6
104,1464755266,11
104,1464755266,11
104,1464755128,7
104,1464755128,7
108,1464756101,7
108,1464756101,7
108,1464755895,6
108,1464755895,6
108,1464755760,6
108,1464755760,6
108,1464755136,5
108,1464755136,5
108,1464754878,6
108,1464754878,6
108,1464757765,6
108,1464757765,6
108,1464757702,7
108,1464757702,7
108,1464757231,6
108,1464757231,6
100,1464773265,5
103,1464773272,0
103,1464772992,7
103,1464772992,7
106,1464773966,0
106,1464773880,0
106,1464773880,1
106,1464773761,0
106,1464773485,0
106,1464773485,6
106,1464773485,6
106,1464773124,0
106,1464773060,0
106,1464773060,6
106,1464773060,6
106,1464772741,0
106,1464772651,0
106,1464772651,1
113,1464773740,0
113,1464773740,3
113,1464773740,4
97,1464775787,0
99,1464776398,0
99,1464776398,0
99,1464776345,3
99,1464776122,0
100,1464776395,0
100,1464776395,3
100,1464776348,7
100,1464776348,7
100,1464776116,7
100,1464775642,2
100,1464774337,4
100,1464774331,4
101,1464776350,3
101,1464775507,4
101,1464775350,0
101,1464774951,0
101,1464774674,0
101,1464774674,1
101,1464774674,2
101,1464774673,0
102,1464776344,5
102,1464775810,6
102,1464775810,6
102,1464775637,1
102,1464775637,3
102,1464775502,6
102,1464775345,4
102,1464774954,3
102,1464774805,3
102,1464774698,0
103,1464776338,5
103,1464775591,1
103,1464775498,4
103,1464775342,5
103,1464775342,5
103,1464775340,0
103,1464775340,2
103,1464775339,0
103,1464775333,3
103,1464775333,4
103,1464775333,6
103,1464775058,8
103,1464775058,8
103,1464774957,0
103,1464774957,7
103,1464774957,7
103,1464774953,2
103,1464774925,7
103,1464774918,2
103,1464774719,2
103,1464774074,1
106,1464776048,1
106,1464776047,0
106,1464776046,1
106,1464776046,1
106,1464774360,0
106,1464774360,1
106,1464774324,0
106,1464774324,1
106,1464774323,1
106,1464774322,1
106,1464774316,0
106,1464774316,6
106,1464774304,11
106,1464774281,1
106,1464774280,2
106,1464774207,0
106,1464774205,1
106,1464774204,1
108,1464774713,3
109,1464774655,0
109,1464774655,3
109,1464774589,9
